	Diets	Size_Class	Home_Range	Activity	Schooling	Level_water
5625	IM	S4	Mob	Day	Sol	Bottom
5626	IM	S3	Mob	Day	Sol	Bottom
5627	IM	S2	Mob	Day	Sol	Bottom
5628	IM	S3	Mob	Day	SmallG	Bottom
56288	PK	S4	VMob	Day	SmallG	High
56289	IM	S4	Sed	Both	Sol	Bottom
5630	IM	S2	Mob	Day	SmallG	Bottom
56307	IM	S2	Sed	Day	Sol	Bottom
56309	IM	S2	Sed	Day	Sol	Bottom
5631	IM	S3	Mob	Day	Sol	Bottom
56310	IM	S1	Sed	Day	Sol	Bottom
56311	IM	S1	Sed	Day	Sol	Bottom
56312	OM	S1	Sed	Day	Sol	Bottom
5632	IM	S3	Mob	Day	SmallG	Bottom
5633	IM	S3	Mob	Day	Sol	Bottom
56330	IM	S2	Sed	Day	Sol	Bottom
56332	IM	S3	Sed	Night	Sol	Bottom
56335	IM	S1	Sed	Day	Sol	Bottom
5634	IM	S3	Mob	Day	SmallG	Bottom
5635	IM	S5	Mob	Day	Sol	Bottom
5636	IM	S4	Mob	Day	Sol	Bottom
5637	IM	S4	VMob	Day	Sol	Bottom
5638	IM	S5	VMob	Day	SmallG	Bottom
56386	IM	S1	Sed	Night	Sol	Bottom
56387	IM	S1	Sed	Night	Sol	Bottom
5639	PK	S3	Sed	Day	MedG	Low
56391	IM	S1	Sed	Night	Sol	Bottom
56392	IM	S1	Sed	Night	Sol	Bottom
56395	IM	S1	Sed	Night	Sol	Bottom
5640	IM	S3	Mob	Day	SmallG	Bottom
56404	IM	S2	Sed	Night	Sol	Bottom
56405	IM	S2	Sed	Night	Sol	Bottom
56406	IM	S2	Sed	Night	Sol	Bottom
5641	IM	S3	Mob	Day	SmallG	Bottom
5642	PK	S3	Mob	Day	SmallG	Low
5643	IM	S3	Mob	Day	SmallG	Bottom
5644	IM	S3	Mob	Day	SmallG	Bottom
5645	IM	S3	Mob	Day	SmallG	Bottom
5646	IM	S4	Mob	Day	SmallG	Bottom
56461	HD	S2	Sed	Day	Sol	Bottom
56465	IM	S1	Sed	Day	Sol	Bottom
56468	OM	S2	Sed	Day	Sol	Bottom
5647	IM	S4	Mob	Day	SmallG	Bottom
56470	PK	S1	Sed	Day	Pair	Low
56471	HD	S2	Sed	Day	Sol	Bottom
56473	IM	S3	Mob	Day	Sol	Bottom
5648	IM	S3	Mob	Day	SmallG	Bottom
56481	PK	S1	Sed	Night	SmallG	Low
56482	PK	S2	Sed	Night	SmallG	Low
56485	PK	S1	Sed	Night	MedG	Bottom
56486	PK	S1	Sed	Day	Sol	Bottom
56487	PK	S4	Sed	Day	Sol	Bottom
56488	IM	S1	Sed	Night	Sol	Bottom
5649	IM	S4	Mob	Day	SmallG	Bottom
56497	IM	S2	Sed	Day	Sol	Bottom
56499	IM	S3	Mob	Day	SmallG	Bottom
565	PK	S2	VMob	Both	LargeG	High
5650	IM	S3	Sed	Day	Pair	Bottom
56503	IM	S1	Sed	Day	Sol	Bottom
56505	IM	S1	Sed	Day	Sol	Bottom
56507	OM	S1	Sed	Day	Sol	Bottom
5651	IM	S2	Sed	Day	Sol	Bottom
5652	HD	S4	VMob	Both	MedG	Low
5653	HD	S5	VMob	Both	MedG	Low
5655	HD	S3	VMob	Both	LargeG	Low
5656	HD	S5	VMob	Both	MedG	Low
5657	HD	S4	VMob	Both	MedG	High
56574	IM	S3	Mob	Day	SmallG	Bottom
5658	HD	S3	VMob	Both	LargeG	High
5659	HD	S5	VMob	Both	MedG	High
5660	IS	S3	Sed	Day	Pair	Bottom
5661	IS	S3	Sed	Day	Sol	Bottom
5662	IS	S4	Sed	Day	Sol	Bottom
5663	IS	S4	Sed	Day	Sol	Bottom
56636	PK	S1	Sed	Day	MedG	Low
5664	HD	S2	Sed	Day	Pair	Bottom
5665	HD	S2	Sed	Day	Pair	Bottom
5666	HD	S2	Sed	Day	Pair	Bottom
5667	PK	S3	Sed	Day	SmallG	Low
5668	PK	S1	Sed	Day	MedG	Low
5669	PK	S2	Sed	Day	MedG	Low
5670	PK	S2	Sed	Day	MedG	Low
5671	PK	S2	Sed	Day	MedG	Low
5672	PK	S2	Sed	Day	MedG	Low
5673	PK	S2	Sed	Day	MedG	Low
5674	PK	S2	Sed	Day	MedG	Low
56748	IM	S1	Sed	Day	Sol	Bottom
5675	PK	S2	Sed	Day	MedG	Low
56753	IM	S1	Sed	Day	Sol	Bottom
5676	PK	S1	Sed	Day	MedG	Low
5677	PK	S2	Sed	Day	MedG	Low
5678	PK	S1	Sed	Day	LargeG	Low
56789	IM	S2	Mob	Day	SmallG	Bottom
5679	PK	S2	Sed	Day	LargeG	Low
5680	PK	S2	Sed	Day	MedG	Low
56800	OM	S2	Sed	Day	Pair	Bottom
56805	HD	S2	Sed	Day	Sol	Bottom
56806	OM	S2	Sed	Day	Sol	Bottom
56809	OM	S1	Sed	Day	Sol	Bottom
5681	PK	S2	Sed	Day	LargeG	Low
56810	IM	S4	Mob	Day	SmallG	Bottom
56811	IM	S2	Mob	Day	Sol	Bottom
56813	IM	S2	Mob	Day	Sol	Bottom
56814	IS	S1	Sed	Day	Sol	Bottom
56815	FC	S3	Sed	Night	Sol	Bottom
56816	OM	S2	Sed	Day	Sol	Bottom
5682	PK	S3	Sed	Day	LargeG	Low
56820	IM	S2	Mob	Day	SmallG	Bottom
56826	IM	S2	Sed	Both	Sol	Bottom
5683	PK	S2	Sed	Day	LargeG	Low
56835	FC	S5	Sed	Night	Sol	Bottom
56837	HD	S2	Sed	Day	Sol	Bottom
56838	OM	S1	Sed	Day	Sol	Bottom
56839	OM	S1	Sed	Day	Sol	Bottom
5684	IS	S1	Sed	Day	Sol	Bottom
56840	FC	S3	Sed	Night	Sol	Bottom
56842	OM	S1	Sed	Day	Sol	Bottom
56844	OM	S1	Sed	Day	Sol	Bottom
56847	OM	S1	Sed	Day	Sol	Bottom
5685	OM	S3	Sed	Day	MedG	Low
5686	OM	S3	Sed	Day	MedG	Low
56861	IM	S1	Sed	Day	Sol	Bottom
56862	IM	S3	Sed	Night	Sol	Bottom
56865	PK	S3	Sed	Day	MedG	Low
5687	OM	S3	Sed	Day	MedG	Low
5688	PK	S3	Sed	Day	MedG	Low
5689	OM	S3	Sed	Day	MedG	Low
5690	PK	S2	Sed	Day	SmallG	Low
5691	PK	S2	Sed	Day	MedG	Low
5692	PK	S2	Sed	Day	MedG	Low
56921	PK	S2	Sed	Night	MedG	Low
56923	IM	S6	Mob	Day	MedG	Bottom
56925	HD	S2	Sed	Day	Sol	Bottom
5693	OM	S2	Sed	Day	SmallG	Bottom
5694	OM	S1	Sed	Day	SmallG	Bottom
5695	OM	S2	Sed	Day	SmallG	Bottom
5696	OM	S2	Sed	Day	MedG	Bottom
5697	OM	S2	Sed	Day	SmallG	Bottom
5698	PK	S2	Sed	Day	MedG	Bottom
56981	IM	S2	Mob	Day	SmallG	Bottom
56982	IM	S4	VMob	Day	LargeG	Low
5699	OM	S2	Sed	Day	SmallG	Bottom
5700	OM	S1	Sed	Day	SmallG	Bottom
5701	OM	S1	Sed	Day	SmallG	Bottom
5702	OM	S2	Sed	Day	SmallG	Bottom
5703	HD	S3	Sed	Day	Sol	Bottom
5704	HD	S3	Sed	Day	SmallG	Bottom
5706	PK	S2	Sed	Day	LargeG	Low
5707	OM	S3	Sed	Day	Sol	Bottom
5708	OM	S2	Sed	Day	SmallG	Bottom
5709	OM	S2	Sed	Day	Sol	Bottom
571	PK	S2	VMob	Both	LargeG	High
5710	OM	S1	Sed	Day	Sol	Bottom
5711	HD	S2	Sed	Day	Sol	Bottom
5712	OM	S2	Sed	Day	Sol	Bottom
5713	OM	S2	Sed	Day	Sol	Bottom
5714	OM	S2	Sed	Day	Sol	Bottom
5715	OM	S2	Sed	Day	MedG	Bottom
5716	PK	S2	Sed	Day	SmallG	Bottom
5717	OM	S2	Sed	Day	SmallG	Bottom
5718	PK	S2	Sed	Day	MedG	Low
5719	OM	S2	Sed	Day	SmallG	Bottom
572	IM	S5	Mob	Day	Sol	Low
5720	OM	S2	Sed	Day	MedG	Bottom
5721	OM	S2	Sed	Day	SmallG	Bottom
5722	OM	S2	Sed	Day	SmallG	Bottom
5723	OM	S2	Sed	Day	SmallG	Bottom
5724	OM	S2	Sed	Day	MedG	Bottom
5725	PK	S2	Sed	Day	SmallG	Bottom
5726	PK	S2	Sed	Day	MedG	Low
57260	IM	S1	Sed	Day	Sol	Bottom
5727	PK	S2	Sed	Day	MedG	Low
5728	OM	S2	Sed	Day	SmallG	Bottom
5729	OM	S2	Sed	Day	SmallG	Bottom
573	PK	S1	VMob	Both	LargeG	High
5730	OM	S2	Sed	Day	SmallG	Bottom
5731	PK	S1	Sed	Day	MedG	Low
5732	PK	S1	Sed	Day	MedG	Low
5733	FC	S6	VMob	Night	MedG	High
57330	IM	S1	Sed	Night	Sol	Bottom
5734	FC	S5	VMob	Night	MedG	High
5736	FC	S6	VMob	Night	MedG	High
5737	OM	S5	VMob	Day	MedG	Low
57372	IM	S2	Mob	Day	SmallG	Bottom
57373	IM	S2	Mob	Day	SmallG	Bottom
57374	IM	S2	Mob	Day	SmallG	Bottom
5738	OM	S4	VMob	Day	MedG	Low
5739	OM	S5	VMob	Day	MedG	Low
5740	PK	S1	Sed	Night	Sol	Low
5741	PK	S1	Sed	Night	Sol	Low
5742	IM	S2	Sed	Night	Sol	Bottom
5743	IM	S2	Sed	Night	Sol	Bottom
5744	IM	S2	Sed	Night	Sol	Bottom
57440	IM	S3	Sed	Day	SmallG	Bottom
57449	IM	S2	Mob	Day	Sol	Bottom
5745	IM	S2	Sed	Night	Sol	Bottom
57454	IM	S3	Mob	Day	Sol	Low
5746	PK	S1	Sed	Night	LargeG	Low
57460	IM	S1	Sed	Day	Sol	Bottom
57467	PK	S3	VMob	Both	MedG	Bottom
5747	PK	S1	Sed	Night	LargeG	Low
57479	IM	S1	Sed	Day	Sol	Bottom
5748	PK	S2	Sed	Night	MedG	Low
57485	IM	S1	Sed	Day	Sol	Bottom
57486	IM	S1	Sed	Day	Sol	Bottom
5749	PK	S2	Sed	Night	Sol	Low
57494	IM	S2	Mob	Day	SmallG	Bottom
575	PK	S2	VMob	Both	LargeG	High
5750	IM	S2	Sed	Night	Sol	Bottom
5751	PK	S3	Sed	Night	SmallG	Low
5752	PK	S1	Sed	Night	SmallG	Low
5753	PK	S2	Sed	Night	SmallG	Low
5755	IM	S2	Sed	Night	SmallG	Bottom
5756	IM	S2	Sed	Night	MedG	Low
57566	OM	S2	Sed	Day	Sol	Bottom
5757	IM	S2	Sed	Night	SmallG	Bottom
5758	PK	S2	Sed	Night	SmallG	Bottom
5759	PK	S1	Sed	Night	MedG	Low
5760	PK	S2	Sed	Night	SmallG	Low
5761	PK	S2	Sed	Night	LargeG	Low
5762	PK	S2	Sed	Night	SmallG	Low
5763	PK	S2	Sed	Night	SmallG	Low
5764	IM	S2	Sed	Night	SmallG	Bottom
5765	PK	S2	Sed	Night	MedG	Low
5766	IM	S2	Sed	Night	SmallG	Bottom
5767	PK	S2	Sed	Night	SmallG	Bottom
5768	PK	S2	Sed	Night	SmallG	Bottom
57687	IM	S3	Mob	Day	SmallG	Bottom
5769	PK	S2	Sed	Night	MedG	Low
5771	PK	S1	Sed	Night	LargeG	Low
5772	PK	S1	Sed	Night	LargeG	Low
5773	PK	S1	Sed	Night	LargeG	Low
5774	PK	S1	Sed	Night	LargeG	Low
5775	PK	S2	Sed	Night	SmallG	Low
5776	PK	S2	Sed	Night	MedG	Low
5777	PK	S2	Sed	Night	MedG	Low
5778	IM	S2	Sed	Night	MedG	Low
5779	FC	S2	Sed	Night	SmallG	Low
57796	IM	S2	Mob	Both	LargeG	Low
57798	PK	S2	Sed	Day	MedG	Low
5780	FC	S3	Sed	Night	SmallG	Low
5781	FC	S3	Sed	Night	Sol	Low
5782	FC	S3	Sed	Night	SmallG	Low
5783	PK	S1	Sed	Night	LargeG	Low
5784	PK	S1	Sed	Night	LargeG	Low
57847	PK	S1	Sed	Day	Sol	Bottom
57848	PK	S1	Sed	Day	Sol	Bottom
57849	IM	S4	Mob	Both	Sol	Bottom
5785	PK	S1	Sed	Night	LargeG	Low
57855	IM	S3	Mob	Day	SmallG	Bottom
5786	PK	S1	Sed	Night	MedG	Low
57860	IM	S4	Sed	Night	Sol	Bottom
57868	PK	S1	Sed	Night	SmallG	Low
5787	PK	S1	Sed	Night	MedG	Low
57870	IM	S3	Mob	Day	SmallG	Bottom
5788	PK	S1	Sed	Night	SmallG	Bottom
57897	IM	S1	Sed	Day	Sol	Bottom
57898	IM	S2	Sed	Day	Sol	Bottom
57899	IM	S2	Sed	Day	Sol	Bottom
5790	IM	S4	VMob	Both	MedG	Low
57906	IM	S2	Sed	Day	Sol	Bottom
57907	IM	S1	Sed	Day	Sol	Bottom
5791	IM	S4	Mob	Night	SmallG	Low
57911	IM	S1	Sed	Day	Sol	Bottom
57913	IM	S1	Sed	Day	Sol	Bottom
57917	IM	S2	Sed	Day	Sol	Bottom
5792	PK	S3	Sed	Day	Pair	Low
57925	IM	S1	Sed	Day	Sol	Bottom
57929	IM	S1	Sed	Day	Sol	Bottom
5793	PK	S3	Sed	Day	SmallG	Low
57936	IM	S1	Sed	Day	Sol	Bottom
5794	PK	S3	Sed	Day	Pair	Low
57940	IM	S1	Sed	Day	Sol	Bottom
57941	IM	S1	Sed	Day	Sol	Low
5795	IM	S4	Sed	Day	Pair	Low
57956	IM	S3	Sed	Day	Sol	Low
5796	IM	S4	Sed	Day	Pair	Low
57960	FC	S4	VMob	Night	Sol	Bottom
57961	IM	S1	Sed	Day	SmallG	Bottom
57962	IM	S1	Sed	Day	Sol	Bottom
57964	IM	S1	Sed	Day	SmallG	Bottom
57966	IM	S3	Sed	Night	Sol	Bottom
5797	FC	S2	VMob	Both	LargeG	High
57980	PK	S2	Sed	Night	SmallG	Low
5799	IM	S3	VMob	Night	MedG	Low
58	IM	S4	Mob	Day	SmallG	Low
5800	IM	S3	VMob	Night	MedG	Low
5801	IM	S3	VMob	Night	MedG	Low
5802	PK	S3	Sed	Night	MedG	Low
5803	PK	S2	Sed	Night	LargeG	Low
5804	HM	S5	VMob	Day	MedG	Low
5805	HM	S5	VMob	Day	MedG	Low
58053	IM	S1	Sed	Day	Sol	Bottom
5806	HM	S5	VMob	Day	MedG	Low
5807	PK	S3	Sed	Day	MedG	Bottom
5809	IM	S2	Sed	Night	Sol	Bottom
58098	IM	S3	VMob	Day	SmallG	Bottom
5810	IM	S2	Sed	Night	Sol	Bottom
5811	IM	S2	Sed	Night	Sol	Bottom
5812	IM	S1	Sed	Night	Sol	Bottom
5813	IM	S2	Sed	Night	Sol	Bottom
5814	IM	S1	Sed	Night	Sol	Bottom
5815	IM	S1	Sed	Night	Sol	Bottom
58152	PK	S1	Sed	Night	SmallG	Low
58153	PK	S2	Sed	Night	MedG	Low
58154	PK	S1	Sed	Night	SmallG	Low
58155	PK	S1	Sed	Night	SmallG	Low
58156	PK	S1	Sed	Night	MedG	Low
58157	PK	S2	Sed	Night	SmallG	Low
58158	PK	S1	Sed	Night	SmallG	Low
5816	IM	S1	Sed	Night	Sol	Bottom
58164	IS	S3	Sed	Day	Pair	Bottom
58165	IM	S2	Mob	Day	Sol	Bottom
58167	IM	S2	Sed	Day	Sol	Bottom
58168	PK	S1	Sed	Day	MedG	Low
58169	IM	S1	Sed	Day	Sol	Bottom
5817	IM	S1	Sed	Night	Sol	Bottom
58171	OM	S1	Sed	Day	Sol	Bottom
58172	OM	S1	Sed	Day	Sol	Bottom
58173	OM	S1	Sed	Day	Sol	Bottom
58174	OM	S2	Sed	Day	Sol	Bottom
58175	OM	S1	Sed	Day	Sol	Bottom
58176	OM	S1	Sed	Day	Sol	Bottom
58177	HM	S3	VMob	Day	Sol	Bottom
58178	IM	S2	Mob	Day	SmallG	Bottom
58179	IM	S2	Mob	Day	SmallG	Bottom
5818	IM	S2	Sed	Night	Sol	Bottom
58180	IM	S2	Mob	Day	Sol	Bottom
58181	IM	S2	Mob	Day	Sol	Bottom
58183	PK	S3	Sed	Day	Pair	Low
5819	IM	S2	Sed	Night	Sol	Bottom
582	PK	S2	VMob	Both	LargeG	High
5820	FC	S2	Sed	Night	Sol	Bottom
5821	IM	S1	Sed	Night	Sol	Bottom
58214	IS	S1	Sed	Day	Sol	Bottom
58217	IM	S1	Sed	Day	Sol	Bottom
5822	FC	S4	Sed	Night	Sol	Bottom
5823	FC	S3	Sed	Night	Sol	Bottom
5824	IM	S2	Sed	Night	Sol	Bottom
5825	FC	S4	Sed	Night	Sol	Bottom
5826	FC	S3	Mob	Both	Sol	Bottom
58269	IM	S5	Sed	Night	Sol	Bottom
5827	IM	S2	Sed	Night	Sol	Low
58270	PK	S1	Sed	Day	Sol	Bottom
58273	IM	S1	Sed	Day	Sol	Bottom
58274	IM	S2	Sed	Day	Sol	Bottom
58279	IM	S5	Mob	Both	SmallG	Low
5828	FC	S3	Sed	Night	Sol	Bottom
5829	IM	S2	Sed	Day	Sol	Bottom
58290	IM	S2	Sed	Day	Sol	Bottom
5830	IM	S2	Sed	Day	Sol	Bottom
58304	PK	S2	Sed	Night	SmallG	Low
5831	FC	S4	Sed	Day	Sol	Bottom
5832	IM	S2	Sed	Day	Sol	Bottom
58326	IM	S5	VMob	Both	MedG	Bottom
5833	IM	S2	Sed	Day	Sol	Bottom
58334	IM	S5	Sed	Day	Sol	Bottom
58339	PK	S1	Sed	Night	Sol	Low
5834	IM	S2	Sed	Day	Sol	Bottom
58347	PK	S4	VMob	Day	LargeG	High
5835	IM	S3	Sed	Day	Sol	Bottom
5836	IS	S4	Mob	Day	Pair	Bottom
58366	IM	S3	Mob	Night	Sol	Bottom
5837	FC	S4	Mob	Both	Sol	Bottom
58376	IM	S1	Sed	Day	Sol	Low
5838	PK	S4	VMob	Day	MedG	High
5839	IM	S4	Sed	Day	Sol	Bottom
5840	IM	S4	Sed	Day	Sol	Bottom
58407	IM	S1	Mob	Day	SmallG	Low
5841	IM	S3	Mob	Night	Sol	Low
58415	IM	S1	Sed	Day	Sol	Low
5842	IM	S4	Sed	Day	Sol	Bottom
58501	PK	S1	Sed	Day	SmallG	Bottom
58503	PK	S1	Sed	Night	MedG	Low
58508	OM	S3	Mob	Day	MedG	Bottom
58509	FC	S2	Mob	Both	Sol	Bottom
58537	FC	S3	Mob	Night	Sol	Bottom
5855	IM	S3	Mob	Day	SmallG	Bottom
58577	IM	S5	Sed	Night	Sol	Bottom
58578	FC	S5	Sed	Night	Sol	Bottom
58579	FC	S3	Sed	Night	Sol	Bottom
58580	IM	S4	Sed	Both	Sol	Bottom
58584	IM	S3	Sed	Night	Sol	Bottom
58585	IM	S2	Sed	Day	Pair	Bottom
58586	FC	S6	Sed	Night	Sol	Bottom
58588	FC	S6	Sed	Night	Sol	Bottom
58592	PK	S2	Sed	Day	LargeG	Low
58593	IM	S4	Sed	Night	Sol	Bottom
58597	FC	S6	Sed	Night	Sol	Bottom
58598	IM	S3	Sed	Night	Sol	Bottom
58599	IM	S5	Sed	Night	Sol	Bottom
586	PK	S2	VMob	Both	LargeG	High
58601	IM	S1	Sed	Both	Sol	Bottom
58603	FC	S6	Sed	Night	Sol	Bottom
58616	IM	S2	Sed	Day	Sol	Bottom
58617	OM	S1	Sed	Day	SmallG	Bottom
58618	OM	S1	Sed	Day	SmallG	Bottom
58619	PK	S1	Sed	Day	MedG	Bottom
58622	IM	S2	Sed	Night	Sol	Bottom
58623	IM	S3	Sed	Night	Sol	Bottom
5865	PK	S3	Mob	Day	SmallG	High
58655	IM	S2	Mob	Night	Sol	Bottom
5866	PK	S3	Mob	Day	Pair	High
58667	IM	S2	Mob	Day	SmallG	Bottom
5867	PK	S4	Mob	Day	SmallG	High
5868	PK	S4	Mob	Day	SmallG	High
58687	PK	S3	Sed	Day	MedG	Low
5869	PK	S3	Mob	Day	SmallG	High
58692	IM	S1	Sed	Day	Sol	Bottom
5870	PK	S4	Mob	Day	SmallG	High
5871	PK	S3	Mob	Day	SmallG	High
5872	PK	S3	Mob	Day	SmallG	High
5873	PK	S3	Mob	Day	Pair	High
5874	FC	S3	Mob	Day	MedG	Bottom
58754	IM	S4	Mob	Day	SmallG	Bottom
58757	FC	S2	Mob	Night	Sol	Bottom
5876	IM	S3	Mob	Day	SmallG	Bottom
5877	IM	S3	Mob	Day	SmallG	Bottom
5878	IM	S3	Mob	Day	SmallG	Bottom
5879	IM	S4	Mob	Day	SmallG	Bottom
58791	HD	S4	Mob	Day	SmallG	Bottom
58792	HD	S3	Mob	Day	MedG	Bottom
5880	IM	S4	Mob	Day	SmallG	Bottom
5881	IM	S3	Mob	Day	Sol	Bottom
5882	IM	S3	Mob	Day	SmallG	Bottom
58825	IM	S3	Sed	Night	Sol	Bottom
5883	IM	S3	Mob	Day	SmallG	Bottom
5884	IM	S3	Mob	Day	SmallG	Bottom
5885	IM	S3	Mob	Day	Sol	Bottom
5886	IM	S4	Mob	Day	SmallG	Bottom
5888	IM	S4	Mob	Day	SmallG	Bottom
5889	IM	S4	Mob	Day	SmallG	Bottom
589	PK	S3	VMob	Both	LargeG	High
5890	IM	S3	Mob	Day	SmallG	Bottom
58917	FC	S2	Sed	Night	Sol	Bottom
58941	PK	S1	Sed	Day	MedG	Low
58943	PK	S2	Sed	Day	MedG	Low
58948	PK	S2	Sed	Day	MedG	Low
58951	HD	S2	Sed	Day	SmallG	Bottom
58986	IM	S1	Sed	Night	Sol	Bottom
59000	IM	S3	Sed	Day	Sol	Bottom
59001	IM	S2	Sed	Day	Sol	Bottom
59002	IM	S2	Sed	Day	Sol	Bottom
59003	IM	S2	Sed	Day	Sol	Bottom
59004	IM	S2	Sed	Day	Sol	Bottom
59005	IM	S2	Sed	Day	Sol	Bottom
59006	IM	S2	Sed	Day	Sol	Bottom
59007	IM	S2	Sed	Day	Sol	Bottom
59008	IM	S1	Sed	Day	Sol	Bottom
59009	IM	S2	Sed	Day	Sol	Bottom
59010	IM	S2	Sed	Day	Sol	Bottom
59012	IM	S2	Sed	Day	Sol	Bottom
59017	IM	S2	Sed	Night	Sol	Bottom
59020	IM	S2	Sed	Day	Sol	Bottom
59022	IM	S2	Sed	Day	Sol	Bottom
59027	PK	S1	Sed	Day	Sol	Bottom
59028	PK	S2	Sed	Day	Sol	Bottom
59029	PK	S1	Sed	Day	Sol	Bottom
59030	PK	S1	Sed	Day	Sol	Bottom
59031	PK	S1	Sed	Day	Sol	Bottom
59032	PK	S1	Sed	Day	Sol	Bottom
59033	IM	S5	Sed	Night	Sol	Bottom
59034	PK	S1	Sed	Day	Sol	Bottom
59036	IM	S3	Sed	Day	Sol	Bottom
59038	IM	S4	Sed	Night	Sol	Bottom
59041	IM	S3	Sed	Day	Sol	Bottom
59049	IM	S1	Sed	Day	Sol	Bottom
59050	IM	S2	Mob	Day	Pair	Bottom
59057	PK	S2	Sed	Night	SmallG	Low
59066	IM	S4	Sed	Night	Sol	Bottom
59067	FC	S1	Sed	Night	Sol	Bottom
59068	IM	S1	Sed	Night	Sol	Bottom
59069	IM	S1	Sed	Night	Sol	Bottom
59071	IM	S1	Sed	Night	Sol	Bottom
59083	FC	S3	Sed	Day	Sol	Bottom
59085	IM	S1	Sed	Night	Sol	Bottom
59086	FC	S2	Sed	Night	Sol	Bottom
59172	IM	S1	Sed	Day	Sol	Bottom
59173	PK	S1	Sed	Night	SmallG	Low
59175	PK	S1	Sed	Night	MedG	Low
59176	PK	S1	Sed	Night	MedG	Bottom
59177	PK	S1	Sed	Night	LargeG	Low
59179	PK	S1	Sed	Night	LargeG	Low
59180	PK	S2	Sed	Night	SmallG	Low
59181	PK	S2	Sed	Night	MedG	Low
59182	PK	S1	Sed	Night	SmallG	Low
59183	PK	S1	Sed	Night	MedG	Low
59184	PK	S2	Sed	Night	SmallG	Low
59185	PK	S2	Sed	Night	SmallG	Low
59187	PK	S1	Sed	Night	SmallG	Low
59188	PK	S2	Sed	Night	MedG	Low
59189	IM	S1	Sed	Night	Sol	Bottom
59192	PK	S2	Sed	Day	SmallG	Low
59194	PK	S2	Sed	Day	SmallG	Low
59195	PK	S2	Sed	Day	LargeG	Low
59205	IM	S1	Sed	Night	Sol	Bottom
59206	IM	S2	Sed	Night	Sol	Bottom
59210	OM	S1	Sed	Day	Sol	Bottom
59222	IM	S3	Mob	Day	Sol	Bottom
59224	PK	S1	Sed	Day	MedG	Low
59225	PK	S1	Sed	Day	MedG	Low
59226	PK	S3	Sed	Day	SmallG	Low
59227	PK	S3	Sed	Day	SmallG	Low
59228	OM	S1	Sed	Day	Sol	Bottom
59230	IM	S1	Sed	Day	Sol	Bottom
59234	PK	S1	Sed	Day	MedG	Low
59235	OM	S1	Sed	Day	Sol	Bottom
59236	IM	S2	Sed	Day	Sol	Bottom
59239	OM	S2	Sed	Day	Sol	Bottom
59240	PK	S1	Sed	Day	Sol	Bottom
59241	OM	S2	Sed	Day	Sol	Bottom
59243	OM	S2	Sed	Day	Sol	Bottom
59244	OM	S1	Sed	Day	Sol	Bottom
59257	IM	S1	Sed	Day	Sol	Bottom
59258	IS	S1	Sed	Day	Sol	Bottom
59261	OM	S1	Sed	Day	Sol	Bottom
59264	IM	S1	Sed	Day	Sol	Bottom
59265	OM	S1	Sed	Day	Sol	Bottom
59266	OM	S1	Sed	Day	Sol	Bottom
59267	OM	S1	Sed	Day	Sol	Bottom
59271	HD	S1	Sed	Day	Sol	Bottom
59272	OM	S2	Sed	Day	Sol	Bottom
59273	OM	S1	Sed	Day	Sol	Bottom
59274	PK	S2	Mob	Day	Sol	Bottom
59319	OM	S1	Sed	Day	Sol	Bottom
59320	PK	S1	Sed	Day	Sol	Bottom
59322	PK	S2	Sed	Day	Pair	Bottom
59323	OM	S1	Sed	Day	Sol	Bottom
59325	OM	S1	Sed	Day	Sol	Bottom
59327	IM	S1	Sed	Day	Sol	Bottom
59328	IM	S2	Sed	Night	Sol	Bottom
59330	IM	S1	Sed	Day	Sol	Bottom
59331	IM	S2	Sed	Day	Sol	Bottom
59334	OM	S1	Sed	Day	Sol	Bottom
59335	IM	S1	Sed	Day	Sol	Bottom
59340	PK	S1	Sed	Day	Sol	Bottom
59343	IM	S4	Mob	Night	Sol	Bottom
59344	PK	S1	Sed	Day	MedG	Bottom
59348	PK	S1	Sed	Day	Pair	Bottom
59349	IM	S1	Sed	Day	Sol	Bottom
59355	OM	S1	Sed	Day	Sol	Bottom
59356	IM	S4	Sed	Night	Sol	Bottom
59357	PK	S1	Sed	Day	Sol	Bottom
59360	OM	S1	Sed	Day	Sol	Bottom
59370	IM	S5	Sed	Night	Sol	Bottom
59372	IM	S5	Sed	Night	Sol	Bottom
59375	IM	S2	Sed	Day	Sol	Bottom
59377	IM	S5	Sed	Night	Sol	Bottom
59379	IM	S5	Sed	Night	Sol	Bottom
59380	IM	S1	Sed	Day	Sol	Bottom
59381	FC	S4	Sed	Night	Sol	Bottom
59383	FC	S5	Sed	Night	Sol	Bottom
59385	IS	S1	Sed	Day	Sol	Bottom
59387	IM	S1	Sed	Day	Sol	Bottom
59389	IM	S2	Sed	Day	Sol	Bottom
59392	IM	S1	Sed	Day	Sol	Bottom
59393	IM	S4	Sed	Night	Sol	Bottom
59397	IM	S1	Sed	Day	Sol	Bottom
59399	OM	S1	Sed	Day	Sol	Bottom
594	PK	S3	VMob	Both	LargeG	High
59400	IM	S4	Sed	Night	Sol	Bottom
59401	IM	S4	Sed	Night	Sol	Bottom
59404	OM	S2	Sed	Day	Sol	Bottom
59408	OM	S1	Sed	Day	Sol	Bottom
59414	IM	S2	Sed	Day	Sol	Bottom
59435	IM	S1	Sed	Day	Sol	Bottom
59437	OM	S1	Sed	Day	SmallG	Bottom
